ID,City,Latitude,Longitude
15961,Oakes,46.128796,-98.099339
15962,Oberon,47.948744,-99.140129
15963,Oriska,46.943251,-97.785331
15964,Osnabrock,48.641908,-98.23271
15965,Page,47.151512,-97.596665
15966,Palermo,48.3396,-102.239954
15967,Park River,48.403881,-97.743897
15968,Parshall,47.95597,-102.142732
15969,Pekin,47.769558,-98.326035
15970,Pembina,48.936124,-97.275611
15971,Penn,48.227106,-99.065509
15972,Perth,48.681601,-99.383076
15973,Petersburg,47.997973,-97.984033
15974,Pettibone,47.119973,-99.527892
15975,Pillsbury,47.206944,-97.790278
15976,Pingree,47.165715,-99.002041
15977,Pisek,48.297096,-97.702894
15978,Plaza,48.02421,-101.964276
15979,Portal,48.975818,-102.548023
15980,Portland,47.501542,-97.384303
15981,Powers Lake,48.589815,-102.644646
15982,Raleigh,46.335236,-101.282651
15983,Ray,48.3323,-103.18365
15984,Reeder,46.111577,-102.940519
15985,Regan,47.152703,-100.522448
15986,Regent,46.423452,-102.568443
15987,Reynolds,47.706776,-97.209153
15988,Rhame,46.166449,-103.70791
15989,Richardton,46.842614,-102.292004
15990,Riverdale,47.640333,-101.115061
15991,Robinson,47.150765,-99.700302
15992,Rocklake,48.821569,-99.179628
15993,Rogers,47.071086,-98.220885
15994,Rolette,48.655224,-99.874375
15995,Rolla,48.859423,-99.613386
15996,Roseglen,47.695967,-101.822041
15997,Ross,48.316159,-102.530721
15998,Rugby,48.317264,-99.998954
15999,Ruso,47.762224,-100.875432
16000,Rutland,46.073813,-97.548284
16001,Ryder,47.868017,-101.765095
16002,Saint Anthony,46.588831,-100.897237
16003,Saint John,48.936588,-99.76476
16004,Saint Michael,47.977363,-98.918058
16005,Saint Thomas,48.625223,-97.454508
16006,Sanborn,46.927065,-98.233622
16007,Sarles,48.945921,-98.960562
16008,Sawyer,48.085837,-101.067396
16009,Scranton,46.139924,-103.144688
16010,Selfridge,46.035147,-101.150204
16011,Sentinel Butte,46.830475,-103.800113
16012,Sharon,47.606188,-97.905091
16013,Sheldon,46.554784,-97.454261
16014,Sherwood,48.957551,-101.697024
16015,Sheyenne,47.818386,-99.058326
16016,Shields,46.183772,-101.258894
16017,Solen,46.294106,-100.81363
16018,Souris,48.937378,-100.741324
16019,South Heart,46.812701,-103.016241
16020,Spiritwood,47.101601,-98.648468
16021,Stanley,48.319189,-102.392802
16022,Stanton,47.312786,-101.38987
16023,Starkweather,48.448802,-98.853903
16024,Steele,46.852357,-99.933559
16025,Sterling,46.843583,-100.274392
16026,Stirum,46.229891,-97.654233
16027,Strasburg,46.097938,-100.211869
16028,Streeter,46.694999,-99.297108
16029,Surrey,48.236472,-101.121617
16030,Sutton,47.385355,-98.432044
16031,Sykeston,47.436938,-99.39751
16032,Tappen,46.83362,-99.601892
16033,Taylor,46.928372,-102.375626
16034,Thompson,47.77658,-97.096201
16035,Tioga,48.392009,-102.961281
16036,Tokio,47.923333,-98.816667
16037,Tolley,48.796903,-101.855891
16038,Tolna,47.802014,-98.475218
16039,Tower City,46.911873,-97.659392
16040,Towner,48.377657,-100.412322
16041,Trenton,48.056303,-103.861276
16042,Turtle Lake,47.541416,-100.881364
16043,Tuttle,47.162583,-99.987287
16044,Underwood,47.460163,-101.189807
16045,Upham,48.581632,-100.732314
16046,Valley City,46.92681,-98.003316
16047,Velva,48.06748,-100.934623
16048,Verona,46.371229,-98.089536
16049,Voltaire,47.951793,-100.803824
16050,Wahpeton,46.2651,-96.6133
16051,Walcott,46.583529,-97.001442
16052,Wales,48.921647,-98.559649
16053,Walhalla,48.91103,-97.881927
16054,Warwick,47.891285,-98.680956
16055,Washburn,47.311388,-101.011568
16056,Watford City,47.804258,-103.258205
16057,Webster,48.322852,-98.873944
16058,West Fargo,46.869523,-96.895002
16059,Westhope,48.905074,-101.033809
16060,Wheatland,46.875015,-97.391694
16061,White Earth,48.430748,-102.806672
16062,Wildrose,48.621929,-103.184878
16063,Williston,48.167924,-103.631699
16064,Willow City,48.606205,-100.296802
16065,Wilton,47.170853,-100.794385
16066,Wimbledon,47.143837,-98.432916
16067,Wing,47.151939,-100.307159
16068,Wishek,46.251617,-99.586005
16069,Wolford,48.480937,-99.662756
16070,Woodworth,47.163639,-99.3406
16071,Wyndmere,46.289137,-97.128912
16072,York,48.321709,-99.550489
16073,Ypsilanti,46.771949,-98.487636
16074,Zahl,48.578747,-103.659926
16075,Zap,47.289711,-101.925649
16076,Zeeland,46.005476,-99.772543
16077,Abie,41.347901,-96.956282
16078,Adams,40.457571,-96.53956
16079,Ainsworth,42.54027,-99.861491
16080,Albion,41.704947,-97.999116
16081,Alda,40.856923,-98.455135
16082,Alexandria,40.261446,-97.403855
16083,Allen,42.443667,-96.8574
16084,Alliance,42.114943,-102.888045
16085,Alma,40.118853,-99.360073
16086,Alvo,40.899185,-96.403557
16087,Amelia,42.18088,-99.008036
16088,Ames,41.461253,-96.646344
16089,Amherst,40.849494,-99.260949
16090,Angora,41.893434,-103.085019
16091,Anselmo,41.636214,-99.799149
16092,Ansley,41.30193,-99.36452
16093,Arapahoe,40.302662,-99.899697
16094,Arcadia,41.429305,-99.120468
16095,Archer,41.178156,-98.118151
16096,Arlington,41.441654,-96.306974
16097,Arnold,41.445583,-100.156731
16098,Arthur,41.573952,-101.693123
16099,Ashby,41.977578,-101.963581
16100,Ashland,41.05411,-96.39041
16101,Ashton,41.267184,-98.803352
16102,Atkinson,42.548279,-98.976087
16103,Atlanta,40.384901,-99.484354
16104,Auburn,40.378889,-95.852646
16105,Aurora,40.852838,-98.020107
16106,Avoca,40.815941,-96.095736
16107,Axtell,40.526907,-99.116903
16108,Ayr,40.441054,-98.438982
16109,Bancroft,42.026716,-96.617146
16110,Barneston,40.048333,-96.576667
16111,Bartlett,41.8697,-98.556668
16112,Bartley,40.258113,-100.29075
16113,Bassett,42.576293,-99.538732
16114,Battle Creek,41.994283,-97.598153
16115,Bayard,41.757923,-103.301887
16116,Beatrice,40.270509,-96.743494
16117,Beaver City,40.129036,-99.806532
16118,Beaver Crossing,40.788658,-97.291356
16119,Bee,41.000675,-97.074469
16120,Beemer,41.937422,-96.815008
16121,Belden,42.402185,-97.195628
16122,Belgrade,41.461077,-98.086638
16123,Bellevue,41.149663,-95.909932
16124,Bellwood,41.347389,-97.274657
16125,Belvidere,40.25101,-97.555416
16126,Benedict,41.003268,-97.602921
16127,Benkelman,40.098049,-101.534354
16128,Bennet,40.63822,-96.5134
16129,Bennington,41.362262,-96.157525
16130,Bertrand,40.560843,-99.575891
16131,Big Springs,41.069621,-102.093273
16132,Bingham,42.260651,-102.133075
16133,Bladen,40.298996,-98.604625
16134,Blair,41.545376,-96.161666
16135,Bloomfield,42.597824,-97.654494
16136,Bloomington,40.138257,-99.009438
16137,Blue Hill,40.31102,-98.426955
16138,Blue Springs,40.140684,-96.659037
16139,Boelus,41.100278,-98.697551
16140,Boys Town,41.261111,-96.131667
16141,Bradshaw,40.920718,-97.760699
16142,Brady,41.051525,-100.373649
16143,Brainard,41.183151,-96.988226
16144,Brewster,41.946705,-99.829196
16145,Bridgeport,41.676556,-103.070134
16146,Bristow,42.880575,-98.60267
16147,Broadwater,41.582547,-102.822521
16148,Brock,40.477227,-95.980145
16149,Broken Bow,41.412586,-99.635452
16150,Brownville,40.399447,-95.69348
16151,Brule,41.100186,-101.909933
16152,Bruning,40.330157,-97.557276
16153,Bruno,41.271771,-96.964612
16154,Brunswick,42.351023,-97.944008
16155,Burchard,40.105743,-96.348806
16156,Burr,40.560057,-96.238401
16157,Burwell,41.807982,-99.099527
16158,Bushnell,41.213876,-103.907494
16159,Butte,42.912377,-98.845903
16160,Byron,40.02688,-97.761236
16161,Cairo,41.000183,-98.616538
16162,Callaway,41.248499,-99.993185
16163,Cambridge,40.280767,-100.167579
16164,Campbell,40.296684,-98.737012
16165,Carleton,40.300534,-97.671909
16166,Carroll,42.277009,-97.192612
16167,Cedar Bluffs,41.383492,-96.569115
16168,Cedar Creek,41.036667,-96.099167
16169,Cedar Rapids,41.556407,-98.15538
16170,Center,42.602451,-97.883567
16171,Central City,41.121259,-98.001693
16172,Ceresco,41.06807,-96.639769
16173,Chadron,42.819268,-102.995331
16174,Chambers,42.191606,-98.737846
16175,Champion,40.460039,-101.74849
16176,Chapman,40.985592,-98.221723
16177,Chappell,41.096586,-102.452344
16178,Chester,40.028954,-97.61969
16179,Clarks,41.232797,-97.846143
16180,Clarkson,41.696064,-97.105059
16181,Clatonia,40.47236,-96.855513
16182,Clay Center,40.511301,-98.038649
16183,Clearwater,42.126562,-98.186761
16184,Cody,42.614556,-101.379846
16185,Coleridge,42.522992,-97.178564
16186,Colon,41.288261,-96.614132
16187,Columbus,41.437225,-97.356469
16188,Comstock,41.555254,-99.275281
16189,Concord,42.381982,-96.981035
16190,Cook,40.498628,-96.15262
16191,Cordova,40.718477,-97.340721
16192,Cortland,40.497599,-96.716627
16193,Cozad,40.861934,-99.992091
16194,Crab Orchard,40.316648,-96.411569
16195,Craig,41.771497,-96.392398
16196,Crawford,42.67584,-103.405336
16197,Creighton,42.468053,-97.89323
16198,Creston,41.660695,-97.368692
16199,Crete,40.619302,-96.956676
16200,Crofton,42.737028,-97.540589
16201,Crookston,42.925506,-100.773473
16202,Culbertson,40.223707,-100.850043
16203,Curtis,40.613067,-100.510406
16204,Dakota City,42.38074,-96.453608
16205,Dalton,41.406778,-102.972609
16206,Danbury,40.037689,-100.424228
16207,Dannebrog,41.119156,-98.554564
16208,Davenport,40.310782,-97.80496
16209,Davey,41.002543,-96.641379
16210,David City,41.237315,-97.126229
16211,Dawson,40.137697,-95.834097
16212,Daykin,40.31916,-97.304306
16213,De Witt,40.39438,-96.933766
16214,Decatur,41.996553,-96.259456
16215,Denton,40.700905,-96.853157
16216,Deshler,40.138668,-97.730007
16217,Deweese,40.379234,-98.177199
16218,Dickens,40.804089,-101.01495
16219,Diller,40.119201,-96.949487
16220,Dix,41.226993,-103.479603
16221,Dixon,42.41853,-96.977381
16222,Dodge,41.681609,-96.818077
16223,Doniphan,40.770031,-98.37901
16224,Dorchester,40.649858,-97.105562
16225,Douglas,40.583824,-96.396958
16226,Du Bois,40.037486,-96.057477
16227,Dunbar,40.659156,-96.013575
16228,Duncan,41.389444,-97.494444
16229,Dunning,41.813107,-100.087271
16230,Dwight,41.089388,-96.993143
16231,Eagle,40.816909,-96.428965
16232,Eddyville,41.0079,-99.681009
16233,Edgar,40.365166,-97.972679
16234,Edison,40.280176,-99.785988
16235,Elba,41.28644,-98.575622
16236,Elgin,41.973239,-98.075082
16237,Elk Creek,40.2977,-96.142128
16238,Elkhorn,41.275647,-96.24308
16239,Ellsworth,42.169717,-102.47245
16240,Elm Creek,40.730079,-99.372786
16241,Elmwood,40.837811,-96.294395
16242,Elsie,40.859647,-101.369994
16243,Elsmere,42.264974,-100.282412
16244,Elwood,40.574738,-99.825812
16245,Elyria,41.695655,-99.046656
16246,Emerson,42.285247,-96.71587
16247,Emmet,42.474708,-98.823777
16248,Enders,40.465492,-101.522156
16249,Endicott,40.073407,-97.093787
16250,Ericson,41.782804,-98.645323
16251,Eustis,40.626745,-100.054694
16252,Ewing,42.185107,-98.398137
16253,Exeter,40.634062,-97.442388
16254,Fairbury,40.148817,-97.183918
16255,Fairfield,40.428511,-98.106272
16256,Fairmont,40.6404,-97.58729
16257,Falls City,40.074193,-95.593148
16258,Farnam,40.712881,-100.206878
16259,Farwell,41.220378,-98.648144
16260,Filley,40.294606,-96.530132
16261,Firth,40.558595,-96.614023
16262,Fordyce,42.730889,-97.356665
16263,Fort Calhoun,41.437281,-96.032375
16264,Franklin,40.105172,-98.946862
16265,Fremont,41.441637,-96.494468
16266,Friend,40.636792,-97.273928
16267,Fullerton,41.366042,-98.005362
16268,Funk,40.502031,-99.244992
16269,Garland,40.941189,-96.97019
16270,Geneva,40.527731,-97.609625
16271,Genoa,41.446776,-97.764011
16272,Gering,41.821993,-103.662896
16273,Gibbon,40.744445,-98.85435
16274,Gilead,40.146986,-97.42714
16275,Giltner,40.765402,-98.14344
16276,Glenvil,40.493145,-98.246475
16277,Goehner,40.830208,-97.205456
16278,Gordon,42.806843,-102.204929
16279,Gothenburg,40.940035,-100.154707
16280,Grafton,40.640193,-97.740263
16281,Grand Island,40.921858,-98.341062
16282,Grant,40.851069,-101.719589
16283,Greeley,41.552578,-98.529951
16284,Greenwood,40.97064,-96.42584
16285,Gresham,41.020952,-97.407937
16286,Gretna,41.134458,-96.245837
16287,Guide Rock,40.081186,-98.339064
16288,Gurley,41.28771,-102.982325
16289,Hadar,42.105,-97.448889
16290,Haigler,40.064179,-101.937106
16291,Hallam,40.554734,-96.754518
16292,Halsey,41.929095,-100.295515
16293,Hampton,40.923609,-97.884146
16294,Hardy,40.028452,-97.927057
16295,Harrisburg,41.55306,-103.711141
16296,Harrison,42.394594,-103.831803
16297,Hartington,42.623494,-97.283678
16298,Harvard,40.626463,-98.084574
16299,Hastings,40.587654,-98.391146
16300,Hay Springs,42.640122,-102.675641
16301,Hayes Center,40.517316,-101.025208
16302,Hazard,41.093368,-99.071859
16303,Heartwell,40.571601,-98.78514
16304,Hebron,40.172807,-97.605228
16305,Hemingford,42.33117,-103.064412
16306,Henderson,40.781374,-97.797865
16307,Hendley,40.106312,-99.971537
16308,Herman,41.652381,-96.286942
16309,Hershey,41.155303,-101.001157
16310,Hickman,40.624558,-96.624924
16311,Hildreth,40.321743,-99.057128
16312,Holbrook,40.301893,-100.013593
16313,Holdrege,40.447527,-99.367233
16314,Holstein,40.454169,-98.653777
16315,Homer,42.321667,-96.489167
16316,Hooper,41.641371,-96.523231
16317,Hordville,41.081253,-97.888145
16318,Hoskins,42.140839,-97.308435
16319,Howells,41.696441,-96.985811
16320,Hubbard,42.413139,-96.622425
16321,Hubbell,40.045581,-97.473467
16322,Humboldt,40.156595,-95.931079
16323,Humphrey,41.670184,-97.498649
16324,Hyannis,42.006967,-101.748296
16325,Imperial,40.525124,-101.646775
16326,Inavale,40.095886,-98.661191
16327,Indianola,40.235718,-100.429758
16328,Inland,40.589934,-98.223379
16329,Inman,42.376149,-98.538366
16330,Ithaca,41.174849,-96.529785
16331,Jackson,42.452877,-96.574335
16332,Jansen,40.207425,-97.024426
16333,Johnson,40.401623,-95.988276
16334,Johnstown,42.530857,-100.045322
16335,Julian,40.486056,-95.85046
16336,Juniata,40.586652,-98.515017
16337,Kearney,40.7086,-99.1203
16338,Kenesaw,40.61645,-98.657241
16339,Kennard,41.471139,-96.161927
16340,Keystone,41.262129,-101.628218
16341,Kilgore,42.914587,-100.988447
16342,Kimball,41.23208,-103.660236
16343,La Vista,41.171983,-96.040256
16344,Lakeside,42.049595,-102.443655
16345,Laurel,42.427036,-97.087381
16346,Lawrence,40.27672,-98.240243
16347,Lebanon,40.07522,-100.26122
16348,Leigh,41.673877,-97.232001
16349,Lemoyne,41.304017,-101.894677
16350,Lewellen,41.343461,-102.139622
16351,Lewiston,40.230879,-96.404941
16352,Lexington,40.785002,-99.751515
16353,Liberty,40.075286,-96.523668
16354,Lincoln,40.8169,-96.7103
16355,Lindsay,41.692634,-97.671134
16356,Linwood,41.412926,-96.939873
16357,Lisco,41.511398,-102.54983
16358,Litchfield,41.168639,-99.141452
16359,Lodgepole,41.169745,-102.657034
16360,Long Pine,42.533379,-99.723042
16361,Loomis,40.479155,-99.497851
16362,Lorton,40.5964,-96.0245
16363,Louisville,40.996667,-96.194817
16364,Loup City,41.284531,-98.975149
16365,Lyman,41.891765,-104.006569
16366,Lynch,42.837275,-98.450433
16367,Lyons,41.94416,-96.466136
16368,Macy,42.117739,-96.358865
16369,Madison,41.830786,-97.47195
16370,Madrid,40.85443,-101.537067
16371,Magnet,42.475294,-97.440722
16372,Malcolm,40.90913,-96.859966
16373,Malmo,41.298424,-96.732718
16374,Manley,40.919722,-96.165556
16375,Marquette,41.010017,-97.999955
16376,Marsland,42.598842,-103.051857
16377,Martell,40.651434,-96.744227
16378,Maskell,42.670245,-96.966978
16379,Mason City,41.185319,-99.304937
16380,Max,40.106884,-101.391607
16381,Maxwell,41.058831,-100.526993
16382,Maywood,40.589262,-100.642135
16383,Mc Cook,40.204905,-100.627948
16384,Mc Cool Junction,40.744181,-97.593666
16385,Mcgrew,41.729167,-103.427778
16386,Mclean,42.392082,-97.475113
16387,Mead,41.23929,-96.496141
16388,Meadow Grove,42.010184,-97.733426
16389,Melbeta,41.781667,-103.517222
16390,Memphis,41.095,-96.431111
16391,Merna,41.443482,-99.803595
16392,Merriman,42.641883,-101.758304
16393,Milford,40.763153,-97.05763
16394,Miller,40.942236,-99.373987
16395,Milligan,40.495163,-97.399684
16396,Mills,42.922527,-99.446647
16397,Minatare,41.849333,-103.489011
16398,Minden,40.509142,-98.938297
16399,Mitchell,41.945851,-103.795996
16400,Monroe,41.478255,-97.606075
16401,Moorefield,40.57856,-100.310773
16402,Morrill,41.96807,-103.918216
16403,Morse Bluff,41.417831,-96.786171
16404,Mullen,42.016292,-101.054185
16405,Murdock,40.919034,-96.284827
16406,Murray,40.91999,-95.922668
16407,Naper,42.952091,-99.071027
16408,Naponee,40.125807,-99.127725
16409,Nebraska City,40.674746,-95.8619
16410,Nehawka,40.832978,-95.993045
16411,Neligh,42.138926,-98.01507
16412,Nelson,40.209739,-98.058417
16413,Nemaha,40.319818,-95.69133
16414,Nenzel,42.927778,-101.1025
16415,Newcastle,42.620672,-96.87085
16416,Newman Grove,41.74977,-97.773966
16417,Newport,42.600089,-99.335887
16418,Nickerson,41.523293,-96.490423
16419,Niobrara,42.776942,-97.912734
16420,Norfolk,42.032914,-97.422898
16421,North Bend,41.468924,-96.781328
16422,North Loup,41.49717,-98.785836
16423,North Platte,41.132595,-100.774631
16424,Oak,40.260489,-97.884114
16425,Oakdale,42.053585,-97.918644
16426,Oakland,41.838426,-96.467064
16427,Oconto,41.138075,-99.695112
16428,Odell,40.045128,-96.801924
16429,Odessa,40.709726,-99.254082
16430,Offutt A F B,41.114755,-95.907601
16431,Ogallala,41.127505,-101.710742
16432,Ohiowa,40.406507,-97.442712
16433,Omaha,41.261,-95.9376
16434,Omaha,41.168343,-96.209633
16435,Oneill,42.485733,-98.645565
16436,Ong,40.396806,-97.861018
16437,Orchard,42.33987,-98.240853
16438,Ord,41.596187,-98.941783
16439,Orleans,40.148435,-99.457186
16440,Osceola,41.196565,-97.557079
16441,Oshkosh,41.445057,-102.345699
16442,Osmond,42.353936,-97.581998
16443,Otoe,40.735485,-96.132867
16444,Overton,40.751875,-99.527824
16445,Oxford,40.256049,-99.630197
16446,Page,42.411882,-98.39639
16447,Palisade,40.338668,-101.129464
16448,Palmer,41.178757,-98.241146
16449,Palmyra,40.704964,-96.399903
16450,Panama,40.597778,-96.510556
16451,Papillion,41.152257,-96.037052
16452,Parks,40.139837,-101.739879
16453,Pawnee City,40.109291,-96.150926
16454,Paxton,41.126763,-101.358544
16455,Pender,42.117719,-96.718907
16456,Peru,40.476643,-95.731166
16457,Petersburg,41.858954,-98.084791
16458,Phillips,40.898197,-98.21286
16459,Pickrell,40.382117,-96.734444
16460,Pierce,42.194323,-97.525604
16461,Pilger,42.040413,-97.268472
16462,Plainview,42.346701,-97.778615
16463,Platte Center,41.524114,-97.457616
16464,Plattsmouth,40.999194,-95.913933
16465,Pleasant Dale,40.813329,-96.95128
16466,Pleasanton,40.981848,-99.128278
16467,Plymouth,40.303896,-97.001169
16468,Polk,41.117671,-97.752372
16469,Ponca,42.56931,-96.712793
16470,Potter,41.234688,-103.306112
16471,Prague,41.303598,-96.830084
16472,Primrose,41.64054,-98.235455
16473,Purdum,41.966475,-100.15685
16474,Ragan,40.309594,-99.24891
16475,Randolph,42.379778,-97.346443
16476,Ravenna,41.023271,-98.904129
16477,Raymond,40.985331,-96.782942
16478,Red Cloud,40.09516,-98.518655
16479,Republican City,40.103401,-99.232189
16480,Reynolds,40.059372,-97.318243
16481,Rising City,41.208219,-97.303174
16482,Riverdale,40.762684,-99.138147
16483,Riverton,40.101626,-98.785819
16484,Roca,40.670195,-96.639085
16485,Rockville,41.110832,-98.857757
16486,Rogers,41.469536,-96.949735
16487,Rosalie,42.057435,-96.492866
16488,Roseland,40.459058,-98.555059
16489,Royal,42.294614,-98.124626
16490,Rulo,40.053619,-95.429218
16491,Rushville,42.737934,-102.465738
16492,Ruskin,40.138318,-97.87203
16493,Saint Edward,41.57076,-97.880116
16494,Saint Helena,42.818145,-97.358616
16495,Saint Libory,41.08669,-98.35888
16496,Saint Paul,41.224212,-98.443987
16497,Salem,40.061953,-95.727261
16498,Sargent,41.650845,-99.381624
16499,Saronville,40.600625,-97.87385
16500,Schuyler,41.459128,-97.062832
16501,Scotia,41.483724,-98.689256
16502,Scottsbluff,41.871975,-103.661914
16503,Scribner,41.663035,-96.644095
16504,Seneca,41.99012,-100.807315
16505,Seward,40.906609,-97.096618
16506,Shelby,41.243544,-97.429536
16507,Shelton,40.771703,-98.743453
16508,Shickley,40.407677,-97.714298
16509,Shubert,40.232479,-95.689454
16510,Sidney,41.142778,-102.9775
16511,Silver Creek,41.318999,-97.667106
16512,Smithfield,40.583567,-99.823862
16513,Snyder,41.703889,-96.788333
16514,South Bend,41.001667,-96.245
16515,South Sioux City,42.465615,-96.418161
16516,Spalding,41.687409,-98.371468
16517,Sparks,42.941111,-100.255556
16518,Spencer,42.884936,-98.705853
16519,Sprague,40.625833,-96.744444
16520,Springfield,41.07649,-96.143811
16521,Springview,42.848785,-99.806148
16522,St Columbans,41.094167,-96.053611
16523,Stamford,40.11625,-99.581405
16524,Stanton,41.907559,-97.213955
16525,Staplehurst,40.984455,-97.185859
16526,Stapleton,41.48877,-100.483105
16527,Steele City,40.042492,-96.990712
16528,Steinauer,40.216885,-96.230215
16529,Stella,40.230345,-95.767989
16530,Sterling,40.463743,-96.386655
16531,Stockville,40.494834,-100.384886
16532,Strang,40.398105,-97.552132
16533,Stratton,40.144462,-101.218275
16534,Stromsburg,41.111834,-97.574183
16535,Stuart,42.571307,-99.139563
16536,Sumner,40.950384,-99.519951
16537,Superior,40.031537,-98.077872
16538,Surprise,41.089922,-97.309013
16539,Sutherland,41.15575,-101.136029
16540,Sutton,40.653955,-97.873476
16541,Swanton,40.384389,-97.08055
16542,Syracuse,40.661386,-96.182407
16543,Table Rock,40.187437,-96.081822
16544,Talmage,40.558646,-96.013814
16545,Taylor,41.822859,-99.415404
16546,Tecumseh,40.369702,-96.204951
16547,Tekamah,41.781898,-96.228144
16548,Thedford,41.973575,-100.573834
16549,Thurston,42.188161,-96.690356
16550,Tilden,42.049629,-97.822297
16551,Tobias,40.426171,-97.318444
16552,Trenton,40.168096,-101.020073
16553,Trumbull,40.66918,-98.257414
16554,Tryon,41.573175,-101.017508
16555,Uehling,41.734167,-96.504722
16556,Ulysses,41.079059,-97.198388
16557,Unadilla,40.691675,-96.282454
16558,Union,40.824452,-95.903739
16559,Upland,40.317073,-98.896577
16560,Utica,40.91685,-97.334431
16561,Valentine,42.806166,-100.621542
16562,Valley,41.318581,-96.346288
16563,Valparaiso,41.084304,-96.809149
16564,Venango,40.807324,-101.983894
16565,Verdigre,42.610111,-98.079278
16566,Verdon,40.142507,-95.716157
16567,Virginia,40.230877,-96.512145
16568,Waco,40.919826,-97.453352
16569,Wahoo,41.211723,-96.621946
16570,Wakefield,42.273271,-96.877645
16571,Wallace,40.830423,-101.173767
16572,Walthill,42.148543,-96.480294
16573,Walton,40.797467,-96.535943
16574,Washington,41.3975,-96.207778
16575,Waterbury,42.460431,-96.74478
16576,Waterloo,41.27024,-96.306318
16577,Wauneta,40.440906,-101.381195
16578,Wausa,42.497265,-97.557616
16579,Waverly,40.92224,-96.525988
16580,Wayne,42.230439,-97.018579
16581,Weeping Water,40.873096,-96.152825
16582,Wellfleet,40.798776,-100.711915
16583,West Point,41.84503,-96.731763
16584,Western,40.415157,-97.197649
16585,Westerville,41.419282,-99.384369
16586,Weston,41.181083,-96.769075
16587,Whiteclay,42.996944,-102.554167
16588,Whitman,41.958355,-101.521623
16589,Whitney,42.755881,-103.239552
16590,Wilber,40.482141,-96.975713
16591,Wilcox,40.373523,-99.153927
16592,Willow Island,40.877778,-100.094444
16593,Wilsonville,40.108895,-100.1211
16594,Winnebago,42.233851,-96.468507
16595,Winnetoon,42.494565,-98.025408
16596,Winside,42.167817,-97.182505
16597,Winslow,41.609167,-96.504167
16598,Wisner,41.997994,-96.916975
16599,Wolbach,41.424373,-98.399456
16600,Wood Lake,42.626394,-100.287175
16601,Wood River,40.810635,-98.606509
16602,Wymore,40.112955,-96.661326
16603,Wynot,42.739304,-97.167809
16604,York,40.866678,-97.582482
16605,Yutan,41.23403,-96.393247
16606,Acworth,43.217778,-72.2925
16607,Alstead,43.126484,-72.328052
16608,Alton,43.46302,-71.229709
16609,Alton Bay,43.484468,-71.24888
16610,Amherst,42.856944,-71.607536
16611,Andover,43.428668,-71.782952
16612,Antrim,43.059547,-71.938698
16613,Ashland,43.703428,-71.612085
16614,Ashuelot,42.785057,-72.434899
16615,Atkinson,42.836981,-71.1603
16616,Auburn,42.992529,-71.344892
16617,Barnstead,43.36513,-71.286946
16618,Barrington,43.2027,-71.037675
16619,Bartlett,44.08656,-71.2491
16620,Bath,44.173419,-71.956741
16621,Bedford,42.940307,-71.52127
16622,Belmont,43.451189,-71.488991
16623,Bennington,43.010309,-71.91534
16624,Berlin,44.48107,-71.189236
16625,Bethlehem,44.280846,-71.682929
16626,Bow,43.138788,-71.544814
16627,Bradford,43.294343,-71.985048
16628,Bretton Woods,44.258056,-71.441667
16629,Bristol,43.611994,-71.750664
16630,Brookline,42.738442,-71.666254
16631,Campton,43.888507,-71.636142
16632,Canaan,43.660092,-72.029724
16633,Candia,43.058514,-71.304857
16634,Canterbury,43.357041,-71.557008
16635,Center Barnstead,43.356563,-71.24244
16636,Center Harbor,43.710688,-71.47973
16637,Center Ossipee,43.768189,-71.134882
16638,Center Sandwich,43.816169,-71.450614
16639,Center Strafford,43.262888,-71.107122
16640,Center Tuftonboro,43.690205,-71.265059
16641,Charlestown,43.257339,-72.40638
16642,Chatham,43.98776,-71.060677
16643,Chester,42.967756,-71.244962
16644,Chesterfield,42.900785,-72.487219
16645,Chichester,43.249167,-71.400278
16646,Chocorua,43.890851,-71.240716
16647,Claremont,43.367942,-72.342186
16648,Colebrook,44.907776,-71.479341
16649,Concord,43.218525,-71.527734
16650,Contoocook,43.218898,-71.696299
16651,Conway,43.974161,-71.15028
16652,Cornish,43.496339,-72.339426
16653,Cornish Flat,43.497222,-72.28
16654,Danbury,43.5115,-71.869074
16655,Danville,42.923432,-71.120985
16656,Deerfield,43.137756,-71.251264
16657,Derry,42.887404,-71.301971
16658,Dover,43.190006,-70.884881
16659,Drewsville,43.128056,-72.3925
16660,Dublin,42.897198,-72.050538
16661,Dunbarton,43.109444,-71.599167
16662,Durham,43.133821,-70.952333
16663,East Andover,43.47766,-71.759606
16664,East Candia,43.048056,-71.249167
16665,East Derry,42.894444,-71.291667
16666,East Hampstead,42.887656,-71.127978
16667,East Wakefield,43.641022,-71.007712
16668,Eaton Center,43.909167,-71.084167
16669,Effingham,43.721216,-71.002109
16670,Elkins,43.420833,-71.937778
16671,Enfield,43.625584,-72.127014
16672,Enfield Center,43.59,-72.111389
16673,Epping,43.041052,-71.076367
16674,Epsom,43.217398,-71.354576
16675,Errol,44.800273,-71.143612
16676,Etna,43.711333,-72.212479
16677,Exeter,42.977169,-70.964306
16678,Farmington,43.388373,-71.064693
16679,Fitzwilliam,42.7611,-72.145014
16680,Francestown,42.991952,-71.81131
16681,Franconia,44.205273,-71.751822
16682,Franklin,43.442569,-71.649122
16683,Freedom,43.817242,-71.062815
16684,Fremont,42.984016,-71.121836
